DateTime,Wind Forecast EC00,Wind Forecast EC Latest,Solar Forecast EC00,Solar Forecast EC Latest,Cons Forecast EC00,Cons Forecast EC Latest,Reg. Update,UMM Planned,UMM Unplanned,Flow Update,Spot Price,Intraday Price VWAP
2023-01-05 09:00:00,4784.76,6663,109,106,12613,16514,1,388.0,83,1,67.29824561403508,77.03929824561405
2023-01-05 10:00:00,4797.77,6731,291,298,12214,16279,283,158.0,335,1,66.80701754385964,92.58666666666666
2023-01-05 11:00:00,4809.15,6731,513,567,11427,15728,-24,454.0,135,0,68.28070175438596,58.83929824561404
2023-01-05 12:00:00,4795.48,6689,724,817,12072,15270,196,474.0,432,0,66.80701754385964,68.63929824561403
2023-01-05 13:00:00,4756.17,6552,835,847,12780,15311,153,184.0,118,0,66.3157894736842,62.85263157894737
2023-01-05 14:00:00,4712.6,6256,772,748,13864,15407,25,250.0,366,0,65.82456140350877,61.973333333333336
2023-01-05 15:00:00,4635.32,6165,501,511,14508,15650,273,171.0,258,1,67.29824561403508,93.03368421052632
2023-01-05 16:00:00,4510.91,6263,148,151,13402,16020,-50,6.0,455,1,67.29824561403508,80.80701754385964
2023-01-05 17:00:00,4418.39,6186,0,0,12080,16730,106,493.0,432,0,68.7719298245614,68.81122807017545
2023-01-05 18:00:00,4283.14,6102,0,0,11101,16507,-57,107.0,483,1,68.7719298245614,83.78877192982456
2023-01-05 19:00:00,4100.99,5582,0,0,10661,16008,-298,24.0,271,1,69.26315789473684,71.61614035087719
2023-01-05 20:00:00,4015.48,5463,0,0,10587,15277,287,131.0,270,0,70.73684210526316,81.73543859649124
2023-01-05 21:00:00,3906.07,5390,0,0,10673,14640,275,139.0,455,1,71.71929824561404,102.49473684210524
2023-01-05 22:00:00,3777.02,5343,0,0,10973,13628,-38,426.0,369,1,70.24561403508773,84.70245614035088
2023-01-05 23:00:00,3623.99,5272,0,0,11474,12745,-133,248.0,332,0,70.73684210526316,60.20982456140351
2023-01-06 00:00:00,4070.16,5100,0,0,11613,11927,-322,279.0,102,0,70.73684210526316,50.45894736842105
2023-01-06 01:00:00,3905.98,4025,0,0,12275,11458,141,179.0,188,1,72.21052631578948,97.6561403508772
2023-01-06 02:00:00,3484.26,3164,0,0,12893,11178,143,96.0,447,0,73.6842105263158,84.40771929824562
2023-01-06 03:00:00,2989.11,2492,0,0,13273,11092,-199,74.0,395,0,73.6842105263158,71.13964912280701
2023-01-06 04:00:00,2444.34,1961,0,0,13646,11186,-107,425.0,78,0,72.21052631578948,70.1178947368421
2023-01-06 05:00:00,1923.8,1442,0,0,14060,11741,293,87.0,327,1,72.70175438596492,110.19228070175438
2023-01-06 06:00:00,1434.92,1061,0,0,14310,13145,-257,90.0,259,1,71.71929824561404,82.96350877192982
2023-01-06 07:00:00,1017.28,519,0,0,13031,15026,-147,365.0,220,0,71.71929824561404,72.539649122807
2023-01-06 08:00:00,755.04,393,5,8,11078,16279,61,304.0,2,0,72.70175438596492,79.26456140350876
2023-01-06 09:00:00,540.5,370,191,213,10261,16170,232,326.0,228,0,73.6842105263158,91.0638596491228
2023-01-06 10:00:00,380.8,501,579,597,9879,15732,119,26.0,327,0,74.66666666666667,86.34315789473685
2023-01-06 11:00:00,479.34,720,918,929,10783,15124,-253,149.0,417,1,74.66666666666667,89.63929824561403
2023-01-06 12:00:00,631.0,1047,1093,1138,10847,14639,-211,352.0,221,0,73.6842105263158,68.24631578947368
2023-01-06 13:00:00,827.77,1192,1084,986,11422,15018,137,500.0,330,0,74.66666666666667,85.23298245614035
2023-01-06 14:00:00,1074.87,1765,954,896,11795,15185,-73,16.0,133,0,75.15789473684211,73.98877192982457
2023-01-06 15:00:00,1360.98,2496,690,641,11745,15516,216,353.0,136,0,74.66666666666667,81.64210526315789
2023-01-06 16:00:00,1669.48,2839,229,206,11133,15998,116,10.0,354,1,75.64912280701755,99.44912280701752
2023-01-06 17:00:00,2182.98,3237,0,0,10715,16831,-318,352.0,143,1,76.63157894736842,80.0259649122807
2023-01-06 18:00:00,2723.23,3933,0,0,10260,16646,92,115.0,142,1,77.6140350877193,98.39298245614036
2023-01-06 19:00:00,3244.59,4682,0,0,10027,16130,-46,218.0,413,1,78.59649122807018,96.93894736842104
2023-01-06 20:00:00,3734.81,4975,0,0,10037,15373,-135,46.0,353,0,78.59649122807018,74.55368421052633
2023-01-06 21:00:00,4137.26,5174,0,0,10157,14723,227,21.0,385,1,77.6140350877193,108.50736842105265
2023-01-06 22:00:00,4440.05,5273,0,0,10512,13705,-317,449.0,76,1,79.08771929824562,81.24912280701754
2023-01-06 23:00:00,4558.3,5307,0,0,11022,12809,9,301.0,68,1,78.59649122807018,95.95157894736845
2023-01-07 00:00:00,4742.25,5358,0,0,11547,12682,116,308.0,243,0,78.59649122807018,83.2336842105263
2023-01-07 01:00:00,4740.86,5411,0,0,12099,12189,-132,188.0,320,0,77.12280701754386,73.32070175438596
2023-01-07 02:00:00,4702.11,5350,0,0,12545,11905,-262,185.0,291,0,76.14035087719299,64.2821052631579
2023-01-07 03:00:00,4644.79,5019,0,0,12960,11786,26,4.0,410,0,75.64912280701755,78.97473684210527
2023-01-07 04:00:00,4562.91,4930,0,0,13363,11833,-102,319.0,214,0,74.17543859649123,71.13964912280701
2023-01-07 05:00:00,4489.54,5089,0,0,13802,12308,-58,287.0,350,1,72.70175438596492,90.83298245614034
2023-01-07 06:00:00,4396.1,4983,0,0,13885,13583,-45,325.0,82,0,74.17543859649123,71.24280701754387
2023-01-07 07:00:00,4273.26,4998,0,0,12901,15577,88,394.0,118,1,72.70175438596492,93.92771929824562
2023-01-07 08:00:00,4245.96,4945,12,9,11959,16969,-194,128.0,135,0,72.70175438596492,66.52701754385964
2023-01-07 09:00:00,4205.24,4999,241,191,11508,16899,2,166.0,217,1,71.2280701754386,92.7978947368421
2023-01-07 10:00:00,4150.15,4914,642,595,11412,16450,200,432.0,300,0,72.70175438596492,84.40771929824562
2023-01-07 11:00:00,4096.93,4608,937,986,11383,15875,140,172.0,0,1,71.71929824561404,96.33473684210526
2023-01-07 12:00:00,4031.51,4670,1116,1171,11504,15371,97,287.0,470,1,70.73684210526316,97.95087719298245
2023-01-07 13:00:00,3956.96,3891,1124,1145,11731,15385,239,224.0,93,1,69.26315789473684,102.43087719298246
2023-01-07 14:00:00,3869.77,3945,983,944,11847,15526,56,46.0,57,0,69.26315789473684,73.78736842105263
2023-01-07 15:00:00,3755.77,3974,702,626,11752,15727,114,198.0,140,1,67.78947368421052,94.64
2023-01-07 16:00:00,3615.62,3457,229,198,11079,16117,-292,408.0,391,1,67.29824561403508,81.29824561403508
2023-01-07 17:00:00,3300.09,3242,0,0,10629,16850,-186,106.0,220,1,66.80701754385964,85.53754385964912
2023-01-07 18:00:00,2941.6,2958,0,0,10309,16660,-207,445.0,437,0,66.3157894736842,67.57333333333334
2023-01-07 19:00:00,2569.42,2890,0,0,10115,16068,-158,49.0,108,0,65.33333333333333,63.67298245614035
2023-01-07 20:00:00,2463.28,2363,0,0,10118,15272,215,37.0,81,0,66.80701754385964,80.60561403508773
2023-01-07 21:00:00,2364.19,2316,0,0,10285,14548,-196,116.0,362,0,66.80701754385964,66.33543859649123
2023-01-07 22:00:00,2279.4,2415,0,0,10704,13744,156,196.0,77,0,66.3157894736842,74.67157894736842
2023-01-07 23:00:00,2321.79,2389,0,0,11267,13101,129,470.0,476,1,65.82456140350877,96.2757894736842
2023-01-08 00:00:00,2120.5,2273,0,0,11767,12319,-137,316.0,394,0,64.35087719298245,64.32631578947367
2023-01-08 01:00:00,2170.92,2567,0,0,12290,11225,-68,390.0,452,0,64.35087719298245,65.90315789473684
2023-01-08 02:00:00,2166.25,2289,0,0,12868,10841,172,355.0,411,0,63.36842105263158,73.41403508771928
2023-01-08 03:00:00,2153.11,1911,0,0,13273,10614,-245,485.0,240,0,63.85964912280702,54.9242105263158
2023-01-08 04:00:00,2130.14,1870,0,0,13767,10610,-176,412.0,72,1,65.33333333333333,77.08842105263157
2023-01-08 05:00:00,2081.26,1948,0,0,14090,10760,206,470.0,308,0,64.84210526315789,75.24140350877192
2023-01-08 06:00:00,2031.79,1925,0,0,14549,11069,-269,28.0,170,1,64.35087719298245,70.90877192982455
2023-01-08 07:00:00,1993.4,2041,0,0,13747,11662,-53,469.0,52,0,65.33333333333333,63.1719298245614
2023-01-08 08:00:00,2288.04,2703,12,10,12492,12525,239,130.0,190,0,66.3157894736842,77.43228070175438
2023-01-08 09:00:00,2564.76,3613,228,146,11538,13416,-264,497.0,39,1,65.82456140350877,69.08140350877193
2023-01-08 10:00:00,2806.77,4382,653,380,11025,13978,-340,15.0,258,1,67.29824561403508,67.3522807017544
2023-01-08 11:00:00,3326.93,4894,960,529,11500,13833,-177,34.0,124,1,65.82456140350877,77.57964912280701
2023-01-08 12:00:00,3721.93,5121,995,532,11821,13837,-179,387.0,470,0,66.3157894736842,65.36280701754386
2023-01-08 13:00:00,4008.85,5150,814,337,12240,13604,133,22.0,335,1,65.33333333333333,95.26877192982457
2023-01-08 14:00:00,4463.72,5317,537,266,13148,13628,91,440.0,119,1,65.33333333333333,87.55649122807019
2023-01-08 15:00:00,4720.17,5516,253,131,13143,13809,23,499.0,137,1,64.35087719298245,82.68350877192982
2023-01-08 16:00:00,4843.84,5629,51,26,12220,14117,-280,272.0,227,0,64.84210526315789,51.84912280701754
2023-01-08 17:00:00,4921.2,5624,0,0,11439,14728,-259,200.0,27,0,63.85964912280702,51.22526315789474
2023-01-08 18:00:00,4963.98,5563,0,0,10777,14806,6,74.0,174,1,63.36842105263158,84.52070175438597
2023-01-08 19:00:00,4977.32,5487,0,0,10542,14183,-350,456.0,175,0,62.3859649122807,46.83859649122807
2023-01-08 20:00:00,4939.57,5273,0,0,10535,13790,-304,418.0,60,0,61.89473684210526,48.84280701754386
2023-01-08 21:00:00,4804.17,5105,0,0,10662,13114,72,267.0,181,1,61.89473684210526,85.58666666666666
2023-01-08 22:00:00,4529.6,4920,0,0,10979,12547,-143,469.0,129,1,61.89473684210526,76.80350877192983
2023-01-08 23:00:00,4578.5,4913,0,0,11449,11938,-142,451.0,494,1,62.3859649122807,81.55859649122807
2023-01-09 00:00:00,4319.45,4448,0,0,11987,11101,-339,102.0,236,1,62.3859649122807,66.21754385964913
2023-01-09 01:00:00,4256.77,4315,0,0,12572,10664,49,174.0,322,1,63.36842105263158,86.08771929824562
2023-01-09 02:00:00,4427.1,5122,0,0,13146,10328,-336,20.0,172,0,63.85964912280702,43.729122807017546
2023-01-09 03:00:00,4532.34,5378,0,0,13435,10103,155,226.0,448,1,64.84210526315789,88.49473684210525
2023-01-09 04:00:00,4557.84,5618,0,0,14200,10061,-16,232.0,132,0,65.33333333333333,57.85684210526316
2023-01-09 05:00:00,4512.23,5829,0,0,14295,10168,-5,344.0,490,0,64.84210526315789,60.09684210526316
2023-01-09 06:00:00,4430.02,5828,0,0,15060,10034,-129,168.0,498,1,66.3157894736842,74.99087719298245
2023-01-09 07:00:00,4308.46,5280,0,0,13916,10076,107,227.0,159,1,67.78947368421052,84.17684210526316
2023-01-09 08:00:00,4177.99,5181,6,8,13937,11112,-94,377.0,283,0,67.29824561403508,60.46526315789474
2023-01-09 09:00:00,4011.05,5065,184,161,13916,11862,300,24.0,295,0,68.28070175438596,79.09754385964914
2023-01-09 10:00:00,3808.31,4648,568,504,13990,12142,-49,258.0,457,0,67.29824561403508,66.60561403508773
2023-01-09 11:00:00,3600.57,4238,919,860,13081,12119,214,115.0,305,0,67.78947368421052,77.18666666666665
2023-01-09 12:00:00,3362.92,3781,1135,1059,13730,12174,212,210.0,31,0,69.26315789473684,76.19929824561405
2023-01-09 13:00:00,3100.07,3061,1178,1110,14108,11949,83,476.0,58,1,68.28070175438596,89.33964912280703
2023-01-09 14:00:00,2847.12,2578,1038,970,14614,11806,-222,339.0,156,0,68.28070175438596,60.0821052631579
2023-01-09 15:00:00,2586.68,2125,758,686,14809,11948,227,225.0,44,0,68.7719298245614,79.45122807017545
2023-01-09 16:00:00,2326.76,1686,267,232,13687,12705,-249,91.0,90,0,69.75438596491227,62.20421052631579
2023-01-09 17:00:00,2111.4,1456,0,0,12123,14066,-240,202.0,308,0,70.24561403508773,67.8680701754386
2023-01-09 18:00:00,1888.43,1313,0,0,11123,14242,-120,432.0,211,0,69.26315789473684,72.53473684210526
2023-01-09 19:00:00,1670.36,1195,0,0,10748,13754,-71,91.0,456,1,70.73684210526316,97.56280701754386
2023-01-09 20:00:00,1445.0,1205,0,0,10678,13551,-106,285.0,48,1,71.2280701754386,90.16491228070176
2023-01-09 21:00:00,1233.45,1060,0,0,10783,13087,-88,125.0,485,1,69.75438596491227,94.29122807017544
2023-01-09 22:00:00,1046.59,838,0,0,11088,12661,-330,373.0,426,0,68.28070175438596,58.78035087719298
2023-01-09 23:00:00,826.9,692,0,0,11601,11933,276,394.0,160,0,67.78947368421052,83.11087719298246
2023-01-10 00:00:00,865.79,597,0,0,12299,10581,145,97.0,479,0,67.78947368421052,78.7782456140351
2023-01-10 01:00:00,671.89,436,0,0,13106,10431,-58,113.0,267,1,68.28070175438596,88.07719298245615
2023-01-10 02:00:00,530.67,366,0,0,13880,10294,-268,267.0,70,0,67.29824561403508,53.82385964912281
2023-01-10 03:00:00,422.86,320,0,0,14217,10225,-142,103.0,399,0,67.78947368421052,65.19087719298246
2023-01-10 04:00:00,345.87,321,0,0,14926,10360,-193,76.0,84,0,68.7719298245614,58.858947368421056
2023-01-10 05:00:00,329.76,343,0,0,15038,10887,-63,222.0,392,1,68.28070175438596,87.65964912280701
2023-01-10 06:00:00,327.73,395,0,0,15870,11814,107,174.0,296,0,68.28070175438596,72.38736842105263
2023-01-10 07:00:00,339.71,354,0,0,14710,13060,-298,324.0,460,1,69.75438596491227,79.09263157894736
2023-01-10 08:00:00,352.69,385,12,16,13761,14040,-47,344.0,449,1,69.75438596491227,93.3922807017544
2023-01-10 09:00:00,375.89,433,161,217,12997,14168,-28,304.0,107,0,69.26315789473684,70.36842105263158
2023-01-10 10:00:00,407.81,510,490,615,12438,14080,83,198.0,152,1,69.75438596491227,92.82736842105264
2023-01-10 11:00:00,399.48,567,792,997,12025,13336,-199,31.0,491,0,68.7719298245614,65.05333333333333
2023-01-10 12:00:00,415.93,565,965,1270,12921,13459,-223,414.0,42,0,69.75438596491227,56.71719298245613
2023-01-10 13:00:00,454.94,618,1056,1184,13571,13193,-3,431.0,116,1,68.7719298245614,87.41403508771928
2023-01-10 14:00:00,456.36,637,987,1029,14709,13494,-266,68.0,495,1,70.24561403508773,81.73543859649124
2023-01-10 15:00:00,466.33,626,741,807,14863,14141,-175,391.0,387,1,71.71929824561404,87.45333333333333
2023-01-10 16:00:00,486.65,667,270,297,13772,14607,-131,425.0,139,0,71.71929824561404,68.74736842105263
2023-01-10 17:00:00,676.91,830,0,0,12130,15293,256,63.0,345,0,73.19298245614036,90.700350877193
2023-01-10 18:00:00,919.44,1083,0,0,11019,15302,-321,222.0,59,1,74.66666666666667,80.94947368421053
2023-01-10 19:00:00,1214.55,1624,0,0,10606,14767,30,14.0,330,0,75.64912280701755,81.48
2023-01-10 20:00:00,1372.68,1777,0,0,10507,14475,-252,207.0,358,1,77.12280701754386,90.33684210526316
2023-01-10 21:00:00,1543.42,1776,0,0,10597,14020,252,186.0,68,0,75.64912280701755,89.29543859649124
2023-01-10 22:00:00,1719.92,1771,0,0,10897,13324,-199,368.0,450,0,76.14035087719299,75.14807017543859
