DateTime,Wind Forecast EC00,Wind Forecast EC Latest,Solar Forecast EC00,Solar Forecast EC Latest,Cons Forecast EC00,Cons Forecast EC Latest,Reg. Update,UMM Planned,UMM Unplanned,Flow Update,Spot Price,Intraday Price VWAP
2023-01-02 02:00:00,6205,5695,0,0,48155,47323,-141,290,581,0,63.36842105263158,70.8940350877193
2023-01-02 03:00:00,6518,5893,0,0,46333,45989,1317,1638,2387,0,62.3859649122807,101.47298245614036
2023-01-02 04:00:00,6675,6455,0,0,45140,45098,200,618,216,1,61.89473684210526,66.68912280701754
2023-01-02 05:00:00,6932,7216,0,0,43979,44052,-658,1395,900,1,61.40350877192982,68.32491228070175
2023-01-02 06:00:00,7832,7845,0,0,44142,44266,830,1618,50,1,60.91228070175438,66.7480701754386
2023-01-02 07:00:00,8657,8247,0,0,44203,43703,764,1739,2273,0,61.89473684210526,95.6519298245614
2023-01-02 08:00:00,9066,8288,151,124,45952,45730,-451,1644,1639,0,60.91228070175438,81.09192982456142
2023-01-02 09:00:00,9102,8088,722,711,46433,46438,-936,1218,1204,1,61.40350877192982,75.48210526315789
2023-01-02 10:00:00,9081,8209,1629,1570,48832,49020,-1667,1921,1008,0,60.42105263157895,66.16842105263157
2023-01-02 11:00:00,9006,8414,2549,2416,49750,50013,-1825,290,590,0,59.92982456140351,58.46105263157895
2023-01-02 12:00:00,9162,8772,3089,3012,51212,51404,-839,1857,1209,0,58.94736842105263,69.57263157894737
2023-01-02 13:00:00,9816,9062,3122,3102,51253,52010,1242,469,2278,0,57.96491228070175,95.07719298245615
2023-01-02 14:00:00,10139,9599,2604,2609,47970,48630,-239,231,1145,1,58.94736842105263,73.32561403508772
2023-01-02 15:00:00,9938,9951,1634,1745,45920,46540,-305,1839,218,0,59.92982456140351,59.88561403508772
2023-01-02 16:00:00,9831,10688,642,760,45198,45799,316,232,841,1,60.42105263157895,68.82596491228071
2023-01-02 17:00:00,10457,11316,92,115,48083,48545,100,1042,1283,0,60.91228070175438,72.8098245614035
2023-01-02 18:00:00,11272,11758,0,0,53872,54221,-947,921,1473,0,61.40350877192982,72.05333333333333
2023-01-02 19:00:00,11642,11796,0,0,55167,55026,389,574,1401,1,61.89473684210526,81.2442105263158
2023-01-02 20:00:00,11735,11791,0,0,54446,54321,-1106,176,2397,0,61.40350877192982,85.51298245614036
2023-01-02 21:00:00,11703,11549,0,0,53206,53151,-909,1093,2463,1,62.3859649122807,90.03228070175439
2023-01-02 22:00:00,11455,11225,0,0,53341,53358,1554,1406,2726,0,61.89473684210526,105.28
2023-01-02 23:00:00,10992,10818,0,0,53881,53980,683,273,1144,0,61.40350877192982,78.41473684210526
2023-01-03 00:00:00,10609,10404,0,0,52161,52160,705,1602,1165,0,60.91228070175438,78.45894736842105
2023-01-03 01:00:00,10175,9735,0,0,49794,49225,-472,1953,1570,0,60.91228070175438,78.7782456140351
2023-01-03 02:00:00,9644,9439,0,0,48828,48430,-723,1361,2749,1,61.40350877192982,94.43859649122808
2023-01-03 03:00:00,9179,9147,0,0,47019,46733,1005,1028,730,0,61.40350877192982,74.8140350877193
2023-01-03 04:00:00,8739,9000,0,0,46402,46162,1490,1860,1851,1,61.40350877192982,92.33122807017544
2023-01-03 05:00:00,8347,8777,0,0,48180,47940,-1107,1140,280,0,61.89473684210526,57.60140350877193
2023-01-03 06:00:00,8198,8669,0,0,52741,52493,1673,364,1017,1,61.40350877192982,81.56842105263159
2023-01-03 07:00:00,7977,8258,0,0,60720,59778,-1993,1823,2520,1,61.40350877192982,83.5136842105263
2023-01-03 08:00:00,7754,8228,140,125,63161,62411,1230,1814,891,0,60.91228070175438,76.27298245614035
2023-01-03 09:00:00,7964,7827,707,650,62900,62393,-1298,719,2211,1,61.40350877192982,83.73473684210526
2023-01-03 10:00:00,8549,8182,1659,1509,63139,62888,533,1396,573,0,62.3859649122807,72.57403508771931
2023-01-03 11:00:00,8848,8860,2621,2376,62158,62146,1508,1835,629,0,62.3859649122807,77.3340350877193
2023-01-03 12:00:00,8663,9101,3143,2920,63078,63223,1640,1287,620,0,62.3859649122807,76.4940350877193
2023-01-03 13:00:00,8285,8972,3202,2935,62173,62562,723,179,370,0,61.89473684210526,67.0821052631579
2023-01-03 14:00:00,8021,8960,2690,2415,61147,61286,1144,134,2291,0,61.89473684210526,93.05824561403509
2023-01-03 15:00:00,7604,8524,1642,1593,59706,59710,779,1458,566,1,61.89473684210526,69.64140350877193
2023-01-03 16:00:00,7076,8096,620,652,58848,58787,-1258,1746,1479,0,61.40350877192982,68.21192982456141
2023-01-03 17:00:00,6661,7624,84,83,61460,61341,1536,1638,1606,1,61.89473684210526,86.66736842105263
2023-01-03 18:00:00,6616,7516,0,0,65976,65783,-433,667,1569,1,60.91228070175438,75.16771929824561
2023-01-03 19:00:00,6883,6178,0,0,66504,65847,-1745,1016,1111,0,61.89473684210526,68.18736842105264
2023-01-03 20:00:00,7093,6226,0,0,62941,62304,-338,427,2170,0,61.40350877192982,90.06175438596492
2023-01-03 21:00:00,7240,6131,0,0,59350,58792,-1354,586,1692,0,60.91228070175438,78.84210526315789
2023-01-03 22:00:00,7533,6207,0,0,58159,57648,-1892,1697,2064,1,61.40350877192982,83.81824561403508
2023-01-03 23:00:00,8082,6448,0,0,58594,58131,1157,503,2029,0,61.89473684210526,100.51017543859648
2023-01-04 00:00:00,7168,6565,0,0,56339,55781,1334,1348,920,0,60.91228070175438,80.55649122807019
2023-01-04 01:00:00,6875,6533,0,0,53853,52958,922,1091,163,0,61.89473684210526,69.72491228070174
2023-01-04 02:00:00,6677,6436,0,0,52516,51666,-1285,1763,2982,1,62.87719298245614,96.64912280701756
2023-01-04 03:00:00,6580,6397,0,0,50142,49329,1701,1536,1302,0,62.3859649122807,87.42877192982455
2023-01-04 04:00:00,6499,6455,0,0,49522,48756,-444,938,993,0,62.3859649122807,71.75859649122808
2023-01-04 05:00:00,6495,6515,0,0,51310,50626,1904,1977,1924,0,63.36842105263158,97.25824561403508
2023-01-04 06:00:00,6470,6481,0,0,57162,56585,1832,1026,1887,1,63.36842105263158,97.48421052631578
2023-01-04 07:00:00,6163,6069,0,0,63755,63487,-1600,1629,1920,0,63.85964912280702,79.10245614035088
2023-01-04 08:00:00,5612,5729,140,120,67214,67122,-417,1927,108,1,64.84210526315789,64.59157894736842
2023-01-04 09:00:00,4996,5476,654,580,67280,67273,-753,1546,1853,0,63.85964912280702,80.93473684210525
2023-01-04 10:00:00,4576,5128,1495,1308,67236,67299,1328,921,2628,0,64.35087719298245,102.94666666666669
2023-01-04 11:00:00,4440,4638,2239,2062,66828,66944,-573,1635,1874,1,63.36842105263158,83.93614035087721
2023-01-04 12:00:00,4544,4325,2518,2397,67939,68005,-332,1390,2375,1,62.3859649122807,92.11017543859649
2023-01-04 13:00:00,4942,4335,2405,2201,66543,66627,-59,369,1961,0,62.3859649122807,88.23438596491229
2023-01-04 14:00:00,5421,4911,1945,1861,64716,64650,-731,157,857,0,62.87719298245614,70.25543859649123
2023-01-04 15:00:00,5946,5578,1190,1228,63091,62908,771,1965,1476,1,62.3859649122807,86.14175438596492
2023-01-04 16:00:00,6430,5796,443,485,62879,62602,79,1035,898,0,61.89473684210526,74.55859649122807
2023-01-04 17:00:00,6671,5951,60,56,64418,64074,-104,1573,295,0,61.89473684210526,66.9740350877193
2023-01-04 18:00:00,6875,6553,0,0,69257,68712,563,1922,545,1,61.89473684210526,72.92771929824562
2023-01-04 19:00:00,7616,6958,0,0,70975,70331,-680,681,959,1,61.40350877192982,72.3922807017544
2023-01-04 20:00:00,8396,7684,0,0,67219,66552,-1011,450,748,0,62.3859649122807,68.09894736842105
2023-01-04 21:00:00,8565,8271,0,0,63462,62757,-658,232,2337,1,63.36842105263158,91.42245614035087
2023-01-04 22:00:00,8389,8649,0,0,62458,61727,661,262,954,0,64.35087719298245,78.25263157894737
2023-01-04 23:00:00,7877,8595,0,0,63356,62604,1359,575,1587,0,64.84210526315789,88.80912280701754
2023-01-05 00:00:00,8301,7984,0,0,62449,62512,-597,80,1406,0,65.82456140350877,80.02105263157894
2023-01-05 01:00:00,7717,6842,0,0,60063,60198,897,1062,835,0,65.33333333333333,82.44771929824562
2023-01-05 02:00:00,7195,6237,0,0,59295,59804,-1364,54,1306,1,65.33333333333333,77.86456140350877
2023-01-05 03:00:00,6703,6298,0,0,56956,57447,-1629,1865,291,0,65.82456140350877,60.946666666666665
2023-01-05 04:00:00,6257,6294,0,0,56431,56544,-1034,153,2329,1,64.84210526315789,89.45754385964912
2023-01-05 05:00:00,5977,6124,0,0,59264,59356,-150,1835,2204,1,64.35087719298245,91.63859649122809
2023-01-05 06:00:00,5852,6012,0,0,65726,64297,-285,1093,1063,1,64.84210526315789,77.09333333333333
2023-01-05 07:00:00,5758,5560,0,0,72377,70115,-1158,1465,1605,0,64.84210526315789,79.73122807017545
2023-01-05 08:00:00,5711,5339,219,201,75678,73674,1799,527,1632,1,65.82456140350877,98.32421052631578
2023-01-05 09:00:00,5738,5159,1059,972,75693,74769,-38,921,1744,1,66.80701754385964,91.32421052631578
2023-01-05 10:00:00,5235,4948,2397,2242,75453,75276,-1088,972,494,0,67.29824561403508,67.71578947368421
2023-01-05 11:00:00,4914,5174,3665,3521,75693,76074,167,954,1617,0,66.80701754385964,86.20070175438596
2023-01-05 12:00:00,5762,5683,4311,4167,75446,76024,1541,293,1078,0,67.29824561403508,87.64491228070175
2023-01-05 13:00:00,6411,6043,4274,3948,73396,74605,1130,1271,872,0,67.29824561403508,83.64140350877193
2023-01-05 14:00:00,6194,5549,3576,3349,71123,71962,-161,983,2176,0,67.29824561403508,95.3178947368421
2023-01-05 15:00:00,5251,4629,2333,2245,69138,69945,258,941,214,0,68.28070175438596,73.33052631578947
2023-01-05 16:00:00,4232,3818,995,999,68726,69207,-191,1329,792,0,68.7719298245614,77.40280701754386
2023-01-05 17:00:00,3946,3569,172,165,71230,72303,-516,1078,265,1,68.7719298245614,70.2357894736842
2023-01-05 18:00:00,4020,3710,0,0,76410,76006,-1612,1716,377,0,69.26315789473684,65.59859649122807
2023-01-05 19:00:00,4093,3636,0,0,78247,77014,547,182,659,1,68.28070175438596,81.5242105263158
2023-01-05 20:00:00,4165,3735,0,0,74465,73647,1624,1526,872,1,69.26315789473684,90.46947368421051
2023-01-05 21:00:00,4160,3737,0,0,70838,69824,-327,507,2504,0,68.7719298245614,100.41684210526314
2023-01-05 22:00:00,4095,3652,0,0,69887,68357,29,668,2010,1,69.75438596491227,97.9557894736842
2023-01-05 23:00:00,3956,3502,0,0,71488,69743,-863,1341,2493,0,68.7719298245614,98.00982456140352
2023-01-06 00:00:00,3678,3274,0,0,68183,68049,-1448,364,2536,1,69.75438596491227,96.46245614035088
2023-01-06 01:00:00,3434,3186,0,0,65897,62541,300,188,450,1,70.24561403508773,80.3157894736842
2023-01-06 02:00:00,3123,3011,0,0,65436,62317,-1629,1761,2136,0,69.26315789473684,89.15298245614035
2023-01-06 03:00:00,2864,2822,0,0,62934,60308,674,220,1801,1,70.24561403508773,98.39298245614036
2023-01-06 04:00:00,2584,2618,0,0,61921,60014,-1761,971,1984,0,69.75438596491227,85.7978947368421
2023-01-06 05:00:00,2323,2343,0,0,64657,62516,1908,235,1713,1,68.7719298245614,101.9101754385965
2023-01-06 06:00:00,2171,2108,0,0,69427,67655,-1221,590,806,0,68.7719298245614,72.36771929824562
2023-01-06 07:00:00,2035,2130,0,0,74939,72252,1532,318,2930,0,69.26315789473684,116.36210526315789
2023-01-06 08:00:00,1940,2063,222,211,78237,75857,1519,1676,1932,0,68.28070175438596,101.06526315789476
2023-01-06 09:00:00,1947,2085,1094,1093,79101,76743,1631,1007,645,0,68.28070175438596,84.95789473684209
2023-01-06 10:00:00,2106,2205,2478,2358,79335,76913,-61,1330,1822,1,67.78947368421052,92.11508771929826
2023-01-06 11:00:00,2223,2308,3704,3459,79609,76708,1264,1495,1897,0,68.7719298245614,100.43649122807018
2023-01-06 12:00:00,2212,2341,4330,4116,78898,76498,1085,1633,1071,0,68.28070175438596,87.61543859649123
2023-01-06 13:00:00,2380,2382,4362,4152,76879,74819,-261,118,1040,1,67.78947368421052,80.87578947368421
2023-01-06 14:00:00,2731,2556,3729,3485,74444,72764,784,713,1054,1,68.28070175438596,87.22736842105263
2023-01-06 15:00:00,2971,2797,2452,2267,72476,71000,96,1655,2681,0,69.26315789473684,105.23087719298243
2023-01-06 16:00:00,3168,3106,1015,958,71837,70639,1454,1962,297,1,68.28070175438596,80.90526315789472
2023-01-06 17:00:00,3650,3637,167,140,74349,73061,490,127,477,0,69.26315789473684,77.55508771929823
2023-01-06 18:00:00,4311,4443,0,0,77906,77338,1647,237,1110,1,69.75438596491227,92.34105263157896
2023-01-06 19:00:00,5038,5486,0,0,78948,78017,-1255,167,1190,1,68.7719298245614,76.17964912280704
2023-01-06 20:00:00,5787,5890,0,0,75382,74372,1367,492,2923,1,69.75438596491227,115.95929824561404
2023-01-06 21:00:00,6232,6448,0,0,71345,70377,-1547,1178,2654,1,69.75438596491227,96.37403508771928
2023-01-06 22:00:00,6618,7011,0,0,69682,68953,-854,1367,2481,0,68.7719298245614,94.69894736842106
2023-01-06 23:00:00,7173,7441,0,0,70810,69657,-1854,1778,1613,0,68.28070175438596,77.68280701754387
2023-01-07 00:00:00,7725,7850,0,0,65576,65298,-277,623,1358,0,67.29824561403508,81.61263157894737
2023-01-07 01:00:00,7665,7874,0,0,63760,64750,-627,363,1918,1,68.28070175438596,88.39649122807016
2023-01-07 02:00:00,7487,7670,0,0,63240,64303,1229,1753,679,0,67.29824561403508,80.00140350877193
2023-01-07 03:00:00,7383,7521,0,0,61032,62438,1492,1528,1088,0,66.80701754385964,85.9059649122807
2023-01-07 04:00:00,7424,7585,0,0,60490,61341,1337,401,1079,0,66.3157894736842,84.75157894736843
2023-01-07 05:00:00,7444,7722,0,0,62535,63624,478,284,2254,1,66.3157894736842,96.5459649122807
2023-01-07 06:00:00,7613,7719,0,0,67078,68644,1007,1615,1215,0,65.82456140350877,83.95087719298245
2023-01-07 07:00:00,8014,7637,0,0,72302,73966,844,1350,1871,0,66.3157894736842,93.52491228070176
2023-01-07 08:00:00,8333,7393,154,148,75736,77715,1675,874,2970,1,67.29824561403508,117.79649122807018
2023-01-07 09:00:00,8325,7477,759,786,76468,77856,-824,1539,2063,1,68.28070175438596,92.7242105263158
2023-01-07 10:00:00,8002,7458,1701,1811,76492,77427,545,862,600,1,68.7719298245614,80.2322807017544
2023-01-07 11:00:00,7857,7298,2553,2684,76443,77141,-920,762,882,0,69.26315789473684,75.47719298245613
2023-01-07 12:00:00,8583,7934,3018,3135,76680,77181,1870,243,563,0,69.26315789473684,86.88842105263157
2023-01-07 13:00:00,9770,8176,3129,3230,74912,75869,-1085,1305,1757,1,69.75438596491227,92.83719298245614
2023-01-07 14:00:00,10209,8242,2766,2708,72546,73018,-1197,332,2560,1,70.24561403508773,106.5277192982456
2023-01-07 15:00:00,10017,8301,1854,1719,70371,71050,-821,128,2150,0,69.26315789473684,99.08561403508772
2023-01-07 16:00:00,9940,8245,819,683,69552,69891,-1338,583,625,1,68.7719298245614,77.22105263157894
2023-01-07 17:00:00,10156,8311,143,106,71758,72131,-1080,1479,50,0,68.7719298245614,71.94035087719297
2023-01-07 18:00:00,10422,8049,0,0,75540,75864,1802,36,2952,1,68.7719298245614,129.11929824561406
2023-01-07 19:00:00,10538,8466,0,0,75841,75422,1941,517,814,1,67.78947368421052,98.4863157894737
2023-01-07 20:00:00,10494,8239,0,0,72245,71723,-1380,1961,1761,0,67.78947368421052,93.24982456140351
2023-01-07 21:00:00,10090,8217,0,0,68386,67851,1208,1856,2592,1,67.29824561403508,116.67649122807018
2023-01-07 22:00:00,9375,8556,0,0,67124,66394,955,307,2154,0,66.80701754385964,101.8561403508772
2023-01-07 23:00:00,8599,8607,0,0,67913,67418,-1536,1949,1293,0,67.29824561403508,74.4701754385965
2023-01-08 00:00:00,7041,8529,0,0,66217,65348,-364,445,1247,0,67.29824561403508,73.79228070175438
2023-01-08 01:00:00,6252,8074,0,0,63419,61896,1820,1798,1958,0,67.78947368421052,93.73122807017543
2023-01-08 02:00:00,5258,6870,0,0,62055,60646,-740,681,1059,0,68.7719298245614,70.49122807017544
2023-01-08 03:00:00,4611,5484,0,0,59519,58339,-1279,836,54,1,69.26315789473684,61.55578947368421
2023-01-08 04:00:00,4334,4761,0,0,57623,56974,231,1473,1488,1,69.75438596491227,88.77964912280702
2023-01-08 05:00:00,4293,4834,0,0,58107,57125,1796,741,178,1,70.73684210526316,81.87789473684211
2023-01-08 06:00:00,4315,5080,0,0,59618,58745,-561,83,2343,1,71.2280701754386,96.43298245614037
2023-01-08 07:00:00,4566,4971,0,0,61390,60013,-302,1099,1672,0,71.2280701754386,89.30526315789474
2023-01-08 08:00:00,5089,5806,128,113,64292,62528,1433,1623,1859,1,72.21052631578948,102.04771929824562
2023-01-08 09:00:00,5835,6810,603,548,66497,65469,-159,690,1520,0,72.70175438596492,86.76561403508771
2023-01-08 10:00:00,6983,7996,1349,1234,67633,66788,68,1927,2443,0,72.21052631578948,99.82245614035088
2023-01-08 11:00:00,8461,9071,2006,1926,68068,67435,139,51,1419,0,71.2280701754386,87.00140350877193
2023-01-08 12:00:00,9989,10320,2274,2314,69664,68792,-1686,1990,922,1,70.73684210526316,72.81964912280702
2023-01-08 13:00:00,11297,11832,2206,2266,68423,67246,1937,1332,2638,1,71.71929824561404,115.42877192982456
2023-01-08 14:00:00,12134,12373,1762,1838,65241,64597,-822,713,853,0,72.21052631578948,77.01473684210526
2023-01-08 15:00:00,12627,12353,1043,1048,63112,62439,1520,164,1474,1,72.21052631578948,99.9157894736842
2023-01-08 16:00:00,13080,12616,420,393,61886,61519,-1782,1746,2870,1,71.71929824561404,101.78245614035087
2023-01-08 17:00:00,13401,12929,79,79,63493,63056,-570,288,1673,0,70.73684210526316,89.50666666666667
2023-01-08 18:00:00,13554,12785,0,0,67255,66390,698,743,1121,0,69.75438596491227,89.49684210526316
2023-01-08 19:00:00,13585,12938,0,0,67722,66305,1664,835,2419,1,70.73684210526316,114.05333333333331
2023-01-08 20:00:00,13502,13083,0,0,65360,64085,-1778,1985,1411,0,70.24561403508773,79.41684210526314
2023-01-08 21:00:00,13458,13261,0,0,62808,61542,203,806,1854,1,70.73684210526316,96.66877192982456
2023-01-08 22:00:00,13341,13391,0,0,62644,61542,804,80,795,0,70.73684210526316,84.25052631578947
2023-01-08 23:00:00,13170,13341,0,0,64510,63306,1205,1974,2616,1,71.2280701754386,112.1277192982456
2023-01-09 00:00:00,13104,13140,0,0,61648,60885,-685,692,702,1,70.73684210526316,76.29263157894738
2023-01-09 01:00:00,12779,12580,0,0,59278,58721,-1216,1357,223,1,70.24561403508773,67.90736842105264
2023-01-09 02:00:00,12334,12194,0,0,57765,57343,777,227,1942,1,69.75438596491227,99.21824561403508
2023-01-09 03:00:00,11709,11865,0,0,55394,54906,-585,554,2544,1,68.7719298245614,98.84
2023-01-09 04:00:00,11077,11131,0,0,54117,53535,477,1606,663,0,69.75438596491227,79.60842105263158
2023-01-09 05:00:00,10208,10033,0,0,54088,53452,-1615,1065,139,1,69.26315789473684,63.90877192982455
2023-01-09 06:00:00,9342,9188,0,0,55181,54496,-1783,1157,1323,0,69.26315789473684,75.97333333333333
2023-01-09 07:00:00,8768,9026,0,0,56094,55411,-127,1050,2636,0,69.75438596491227,102.16070175438595
2023-01-09 08:00:00,8226,7977,147,137,58136,57501,-953,1584,33,0,68.7719298245614,65.02877192982456
2023-01-09 09:00:00,7586,7332,682,698,61132,60599,-1677,572,827,1,68.7719298245614,71.12491228070175
2023-01-09 10:00:00,6503,6639,1427,1384,63500,63074,440,1634,2442,1,69.26315789473684,103.31508771929823
2023-01-09 11:00:00,5792,6206,2016,1820,64986,64675,12,1469,188,0,68.28070175438596,69.23859649122807
2023-01-09 12:00:00,6105,6185,2231,1944,66688,66524,1004,1809,1219,1,67.78947368421052,88.5880701754386
2023-01-09 13:00:00,6160,5289,2111,1903,65124,65433,-1756,1192,2926,0,67.78947368421052,99.2722807017544
2023-01-09 14:00:00,5477,4888,1667,1369,62010,62210,1082,1184,541,1,68.7719298245614,83.50385964912282
2023-01-09 15:00:00,4600,4087,1023,810,59887,60067,761,1293,1729,0,69.26315789473684,95.81894736842106
2023-01-09 16:00:00,3962,3352,415,314,59175,59377,-1320,1245,733,0,68.7719298245614,71.79298245614035
2023-01-09 17:00:00,3675,3007,70,55,61726,61811,1318,1279,428,0,68.7719298245614,82.34947368421052
2023-01-09 18:00:00,3525,2838,0,0,66060,66178,1873,589,795,0,69.26315789473684,90.2140350877193
2023-01-09 19:00:00,3348,2594,0,0,68166,68106,114,121,469,1,69.75438596491227,79.06807017543859
2023-01-09 20:00:00,3122,2327,0,0,66864,66881,-230,331,387,1,69.75438596491227,76.50385964912282
2023-01-09 21:00:00,2855,2030,0,0,64557,64666,-1832,1352,833,1,69.26315789473684,72.87859649122807
2023-01-09 22:00:00,2544,1845,0,0,64079,64260,-467,1516,223,1,68.7719298245614,71.94035087719297
2023-01-09 23:00:00,2276,1796,0,0,65226,65521,-444,9,1347,0,67.78947368421052,82.51157894736842
2023-01-10 00:00:00,1814,1766,0,0,63229,62878,323,1969,2048,0,68.7719298245614,95.85333333333332
2023-01-10 01:00:00,1719,1450,0,0,61325,60073,-1763,633,1819,0,69.75438596491227,83.88701754385966
2023-01-10 02:00:00,1681,1485,0,0,60158,59048,1236,485,1894,0,70.24561403508773,100.9178947368421
2023-01-10 03:00:00,1708,1537,0,0,58118,57097,1519,1030,626,0,70.73684210526316,86.43649122807018
2023-01-10 04:00:00,1737,1602,0,0,57607,56686,710,213,1307,0,70.24561403508773,90.00280701754386
2023-01-10 05:00:00,1778,1678,0,0,59827,59089,875,665,1589,0,71.2280701754386,95.36701754385965
2023-01-10 06:00:00,1825,1726,0,0,65513,64998,1669,541,178,0,70.73684210526316,81.69122807017544
2023-01-10 07:00:00,1839,1694,0,0,71656,70911,1470,962,1600,1,69.75438596491227,98.50105263157896
2023-01-10 08:00:00,1865,1697,115,110,74997,74368,-1533,41,2815,1,69.26315789473684,98.95789473684208
2023-01-10 09:00:00,1885,1723,545,548,76249,75731,-185,273,1541,0,68.7719298245614,86.75087719298246
2023-01-10 10:00:00,1837,1778,1215,1260,76092,75673,1404,1559,807,1,68.7719298245614,86.51017543859649
2023-01-10 11:00:00,1751,1783,1826,1874,76459,76238,658,1185,1496,0,68.7719298245614,89.92912280701755
2023-01-10 12:00:00,1682,1729,2149,2187,76499,76557,456,1534,2898,0,68.28070175438596,107.57894736842104
2023-01-10 13:00:00,1633,1722,2211,2245,75244,76167,-1963,1609,210,1,68.28070175438596,60.2540350877193
2023-01-10 14:00:00,1607,1727,1958,1989,73928,74649,43,1819,222,1,69.26315789473684,72.02877192982456
2023-01-10 15:00:00,1681,1710,1330,1435,71979,72667,-974,1759,809,1,68.7719298245614,73.12912280701755
2023-01-10 16:00:00,1883,1755,585,659,71322,72011,-1571,1725,718,1,69.26315789473684,69.6757894736842
2023-01-10 17:00:00,2225,1972,109,101,73371,73996,1664,280,2476,0,69.75438596491227,109.91228070175438
2023-01-10 18:00:00,2556,2249,0,0,77027,77556,27,1728,2502,1,69.26315789473684,102.52912280701754
2023-01-10 19:00:00,2697,2640,0,0,78113,78244,-1059,1460,491,0,69.26315789473684,68.77684210526316
2023-01-10 20:00:00,2756,2919,0,0,74409,74667,346,1703,2252,1,70.24561403508773,100.63298245614035
2023-01-10 21:00:00,2805,3090,0,0,70556,70933,1824,842,1872,0,70.73684210526316,102.12140350877192
2023-01-10 22:00:00,2886,3026,0,0,69386,69842,-1088,1004,1885,0,69.75438596491227,86.33824561403509
2023-01-10 23:00:00,2989,2907,0,0,70250,70742,991,322,2159,0,70.24561403508773,101.96912280701756
2023-01-11 00:00:00,2730,2808,0,0,68041,67737,1881,1674,940,0,70.24561403508773,90.74456140350875
2023-01-11 01:00:00,2556,2903,0,0,66440,65608,1228,365,1805,1,69.75438596491227,98.71719298245614
2023-01-11 02:00:00,2490,2723,0,0,65897,65181,330,908,2191,1,70.73684210526316,100.55438596491229
2023-01-11 03:00:00,2471,2608,0,0,64428,63620,-611,542,807,0,69.75438596491227,75.59508771929825
2023-01-11 04:00:00,2437,2651,0,0,64109,63265,1716,1859,2347,0,70.24561403508773,108.56631578947368
2023-01-11 05:00:00,2461,2721,0,0,66156,65443,1367,1535,2814,1,69.75438596491227,113.7438596491228
2023-01-11 06:00:00,2552,2726,0,0,71708,71116,-671,1651,328,1,70.73684210526316,71.56701754385965
